Chirp,ID,Start,End,Night,Call,Syllables,Audio
RBB11_240,RBB,3113671,3120977,1,1,5,RBB_n1_1.WAV
RBB11_241,RBB,3127905,3131140,1,1,3,RBB_n1_1.WAV
LPL31_0,LPL,22929,25906,3,1,2,LPL_3.WAV
LPL31_1,LPL,76217,79140,3,1,2,LPL_3.WAV
LPL31_2,LPL,95247,97357,3,1,2,LPL_3.WAV
LPL31_3,LPL,113747,117836,3,1,3,LPL_3.WAV
LPL31_4,LPL,131518,135493,3,1,3,LPL_3.WAV
LPL31_5,LPL,147451,148217,3,1,1,LPL_3.WAV
LPL31_6,LPL,157628,161601,3,1,3,LPL_3.WAV
LPL31_7,LPL,171466,172407,3,1,1,LPL_3.WAV
LPL31_8,LPL,182125,186212,3,1,3,LPL_3.WAV
LPL31_9,LPL,194448,195995,3,1,2,LPL_3.WAV
LPL31_10,LPL,204823,211012,3,1,4,LPL_3.WAV
LPL31_11,LPL,226498,232628,3,1,4,LPL_3.WAV
LPL31_12,LPL,242422,244154,3,1,2,LPL_3.WAV
LPL31_13,LPL,252189,259340,3,1,5,LPL_3.WAV
LPL31_14,LPL,269890,271563,3,1,2,LPL_3.WAV
LPL31_15,LPL,282706,289174,3,1,4,LPL_3.WAV
LPL31_16,LPL,298105,299778,3,1,2,LPL_3.WAV
LPL31_17,LPL,309927,314685,3,1,4,LPL_3.WAV
LPL31_18,LPL,325107,332206,3,1,5,LPL_3.WAV
LPL31_19,LPL,353840,359994,3,1,4,LPL_3.WAV
LPL31_20,LPL,367840,369517,3,1,2,LPL_3.WAV
LPL31_21,LPL,376373,383305,3,1,5,LPL_3.WAV
LPL31_22,LPL,391132,392902,3,1,2,LPL_3.WAV
LPL31_23,LPL,402471,404020,3,1,2,LPL_3.WAV
LPL31_24,LPL,411499,418377,3,1,5,LPL_3.WAV
LPL31_25,LPL,426172,428031,3,1,2,LPL_3.WAV
LPL31_26,LPL,437013,443922,3,1,5,LPL_3.WAV
LPL31_27,LPL,454599,457439,3,1,3,LPL_3.WAV
LPL31_28,LPL,466255,473334,3,1,5,LPL_3.WAV
LPL31_29,LPL,498737,504971,3,1,4,LPL_3.WAV
LPL31_30,LPL,513786,520829,3,1,5,LPL_3.WAV
LPL31_31,LPL,530613,537728,3,1,5,LPL_3.WAV
LPL31_32,LPL,546328,548252,3,1,2,LPL_3.WAV
LPL31_33,LPL,555432,562214,3,1,5,LPL_3.WAV
LPL31_34,LPL,569815,576993,3,1,5,LPL_3.WAV
LPL31_35,LPL,587066,588804,3,1,2,LPL_3.WAV
LPL31_36,LPL,595211,602137,3,1,5,LPL_3.WAV
LPL31_37,LPL,607768,609659,3,1,2,LPL_3.WAV
LPL31_38,LPL,615766,622897,3,1,5,LPL_3.WAV
LPL31_39,LPL,631618,633577,3,1,2,LPL_3.WAV
LPL31_40,LPL,640950,647828,3,1,5,LPL_3.WAV
LPL31_41,LPL,653870,661043,3,1,5,LPL_3.WAV
LPL31_42,LPL,669935,676804,3,1,5,LPL_3.WAV
LPL31_43,LPL,686072,688900,3,1,3,LPL_3.WAV
LPL31_44,LPL,694500,701664,3,1,5,LPL_3.WAV
LPL31_45,LPL,710100,717152,3,1,5,LPL_3.WAV
LPL31_46,LPL,723285,730024,3,1,5,LPL_3.WAV
LPL31_47,LPL,735826,738895,3,1,3,LPL_3.WAV
LPL31_48,LPL,744013,750954,3,1,5,LPL_3.WAV
LPL31_49,LPL,756525,761403,3,1,4,LPL_3.WAV
LPL31_50,LPL,766650,773691,3,1,5,LPL_3.WAV
LPL31_51,LPL,780538,787463,3,1,5,LPL_3.WAV
LPL31_52,LPL,794791,797772,3,1,3,LPL_3.WAV
LPL31_53,LPL,803301,810256,3,1,5,LPL_3.WAV
LPL31_54,LPL,815659,818552,3,1,3,LPL_3.WAV
LPL31_55,LPL,824448,831438,3,1,5,LPL_3.WAV
LPL31_56,LPL,837113,840053,3,1,3,LPL_3.WAV
LPL31_57,LPL,844738,851914,3,1,5,LPL_3.WAV
LPL31_58,LPL,860662,862563,3,1,2,LPL_3.WAV
LPL31_59,LPL,867501,874187,3,1,5,LPL_3.WAV
LPL31_60,LPL,879450,882406,3,1,3,LPL_3.WAV
LPL31_61,LPL,887325,894515,3,1,5,LPL_3.WAV
LPL31_62,LPL,899584,904536,3,1,4,LPL_3.WAV
LPL31_63,LPL,910259,917181,3,1,5,LPL_3.WAV
LPL31_64,LPL,926427,933143,3,1,5,LPL_3.WAV
LPL31_65,LPL,942503,949295,3,1,5,LPL_3.WAV
LPL31_66,LPL,955070,959969,3,1,4,LPL_3.WAV
LPL31_67,LPL,966861,973825,3,1,5,LPL_3.WAV
LPL31_68,LPL,982089,989045,3,1,5,LPL_3.WAV
LPL31_69,LPL,995005,1002168,3,1,5,LPL_3.WAV
LPL31_70,LPL,1008060,1010990,3,1,3,LPL_3.WAV
LPL31_71,LPL,1016645,1023828,3,1,5,LPL_3.WAV
LPL31_72,LPL,1031110,1038008,3,1,5,LPL_3.WAV
LPL31_73,LPL,1046279,1053257,3,1,5,LPL_3.WAV
LPL31_74,LPL,1075653,1082699,3,1,5,LPL_3.WAV
LPL31_75,LPL,1252616,1254802,3,1,2,LPL_3.WAV
LPL31_76,LPL,1272549,1278905,3,1,4,LPL_3.WAV
LPL31_77,LPL,1311912,1318152,3,1,4,LPL_3.WAV
LPL31_78,LPL,1328688,1329471,3,1,1,LPL_3.WAV
LPL31_79,LPL,1338013,1344302,3,1,4,LPL_3.WAV
LPL31_80,LPL,1816692,1821981,3,1,3,LPL_3.WAV
LPL31_81,LPL,1886096,1887770,3,1,2,LPL_3.WAV
LPL31_82,LPL,1936407,1941994,3,1,3,LPL_3.WAV
LPL31_83,LPL,1968358,1972449,3,1,3,LPL_3.WAV
LPL31_84,LPL,1983557,1988610,3,1,4,LPL_3.WAV
LPL31_85,LPL,2000055,2007258,3,1,5,LPL_3.WAV
LPL31_86,LPL,2026096,2033287,3,1,5,LPL_3.WAV
LPL31_87,LPL,2043198,2048283,3,1,4,LPL_3.WAV
LPL31_88,LPL,2057751,2059594,3,1,2,LPL_3.WAV
LPL31_89,LPL,2262927,2267017,3,1,3,LPL_3.WAV
LPL31_90,LPL,2285592,2291695,3,1,4,LPL_3.WAV
LPL31_91,LPL,2302144,2307404,3,1,4,LPL_3.WAV
LPL31_92,LPL,2318797,2324013,3,1,4,LPL_3.WAV
LPL31_93,LPL,2333708,2338799,3,1,4,LPL_3.WAV
LPL31_94,LPL,2353586,2358618,3,1,4,LPL_3.WAV
LPL31_95,LPL,2378690,2385991,3,1,5,LPL_3.WAV
LPL31_96,LPL,2395251,2400312,3,1,4,LPL_3.WAV
LPL31_97,LPL,2407783,2415154,3,1,5,LPL_3.WAV
LPL31_98,LPL,2434257,2441175,3,1,5,LPL_3.WAV
LPL31_99,LPL,2448577,2453550,3,1,4,LPL_3.WAV
LPL31_100,LPL,2460664,2467813,3,1,5,LPL_3.WAV
LPL31_101,LPL,2475449,2477299,3,1,2,LPL_3.WAV
LPL31_102,LPL,2483233,2490267,3,1,5,LPL_3.WAV
LPL31_103,LPL,2500829,2503857,3,1,3,LPL_3.WAV
LPL31_104,LPL,2510926,2517991,3,1,5,LPL_3.WAV
LPL31_105,LPL,2526923,2528879,3,1,2,LPL_3.WAV
LPL31_106,LPL,2534840,2541903,3,1,5,LPL_3.WAV
LPL31_107,LPL,2578157,2583070,3,1,4,LPL_3.WAV
LPL31_108,LPL,2591261,2598461,3,1,5,LPL_3.WAV
LPL31_109,LPL,2618086,2624772,3,1,5,LPL_3.WAV
LPL31_110,LPL,2633119,2640237,3,1,5,LPL_3.WAV
LPL31_111,LPL,2647238,2654183,3,1,5,LPL_3.WAV
LPL31_112,LPL,2666473,2673601,3,1,5,LPL_3.WAV
LPL31_113,LPL,2680594,2682597,3,1,2,LPL_3.WAV
LPL31_114,LPL,2692885,2700170,3,1,5,LPL_3.WAV
LPL31_115,LPL,2708907,2711915,3,1,3,LPL_3.WAV
LPL31_116,LPL,2718649,2723816,3,1,4,LPL_3.WAV
LPL31_117,LPL,2730724,2737944,3,1,5,LPL_3.WAV
LPL31_118,LPL,2744139,2747279,3,1,3,LPL_3.WAV
LPL31_119,LPL,2752689,2759789,3,1,5,LPL_3.WAV
LPL31_120,LPL,2766118,2769130,3,1,3,LPL_3.WAV
LPL31_121,LPL,2774656,2781830,3,1,5,LPL_3.WAV
LPL31_122,LPL,2790516,2793479,3,1,3,LPL_3.WAV
LPL31_123,LPL,2801108,2807990,3,1,5,LPL_3.WAV
LPL31_124,LPL,2814887,2822000,3,1,5,LPL_3.WAV
LPL31_125,LPL,2828112,2834880,3,1,5,LPL_3.WAV
LPL31_126,LPL,2843233,2850129,3,1,5,LPL_3.WAV
LPL31_127,LPL,2855683,2858644,3,1,3,LPL_3.WAV
LPL31_128,LPL,2863505,2870560,3,1,5,LPL_3.WAV
LPL31_129,LPL,2876948,2883977,3,1,5,LPL_3.WAV
LPL31_130,LPL,2889718,2896679,3,1,5,LPL_3.WAV
LPL31_131,LPL,2902765,2909822,3,1,5,LPL_3.WAV
LPL31_132,LPL,2915730,2922629,3,1,5,LPL_3.WAV
LPL31_133,LPL,2928021,2935021,3,1,5,LPL_3.WAV
LPL31_134,LPL,2943851,2948811,3,1,4,LPL_3.WAV
LPL31_135,LPL,2955674,2962491,3,1,5,LPL_3.WAV
LPL31_136,LPL,2967812,2974895,3,1,5,LPL_3.WAV
LPL31_137,LPL,2981064,2988020,3,1,5,LPL_3.WAV
LPL31_138,LPL,2997806,2999618,3,1,2,LPL_3.WAV
LPL31_139,LPL,3007397,3014114,3,1,5,LPL_3.WAV
LPL31_140,LPL,3020302,3027154,3,1,5,LPL_3.WAV
LPL31_141,LPL,3033016,3040043,3,1,5,LPL_3.WAV
LPL31_142,LPL,3046250,3053167,3,1,5,LPL_3.WAV
LPL31_143,LPL,3060225,3067181,3,1,5,LPL_3.WAV
LPL31_144,LPL,3072167,3074195,3,1,2,LPL_3.WAV
LPL31_145,LPL,3079020,3086102,3,1,5,LPL_3.WAV
LPL31_146,LPL,3091957,3094975,3,1,3,LPL_3.WAV
LPL31_147,LPL,3099650,3106649,3,1,5,LPL_3.WAV
LPL31_148,LPL,3112185,3114233,3,1,2,LPL_3.WAV
LPL31_149,LPL,3119674,3122619,3,1,3,LPL_3.WAV
LPL31_150,LPL,3128137,3135352,3,1,5,LPL_3.WAV
LPL31_151,LPL,3141334,3144265,3,1,3,LPL_3.WAV
LPL31_152,LPL,3153442,3160248,3,1,5,LPL_3.WAV
LPL31_153,LPL,3167288,3174180,3,1,5,LPL_3.WAV
LPL31_154,LPL,3183796,3186815,3,1,3,LPL_3.WAV
LPL31_155,LPL,3193047,3200013,3,1,5,LPL_3.WAV
LPL31_156,LPL,3205498,3212500,3,1,5,LPL_3.WAV
LPL31_157,LPL,3218257,3221219,3,1,3,LPL_3.WAV
LPL31_158,LPL,3226313,3233443,3,1,5,LPL_3.WAV
LPL31_159,LPL,3239797,3246675,3,1,5,LPL_3.WAV
LPL31_160,LPL,3252780,3259817,3,1,5,LPL_3.WAV
LPL31_161,LPL,3267984,3274768,3,1,5,LPL_3.WAV
LPL31_162,LPL,3282219,3289284,3,1,5,LPL_3.WAV
LPL31_163,LPL,3299417,3301327,3,1,2,LPL_3.WAV
LPL31_164,LPL,3309335,3316187,3,1,5,LPL_3.WAV
BKB12_0,BKB,5324,7348,1,2,2,BKB_n2_1.WAV
BKB12_1,BKB,10887,12950,1,2,2,BKB_n2_1.WAV
BKB12_2,BKB,18826,26083,1,2,5,BKB_n2_1.WAV
BKB12_3,BKB,31590,36579,1,2,4,BKB_n2_1.WAV
BKB12_4,BKB,40669,45976,1,2,4,BKB_n2_1.WAV
BKB12_5,BKB,49417,54510,1,2,4,BKB_n2_1.WAV
BKB12_6,BKB,57733,62921,1,2,4,BKB_n2_1.WAV
BKB12_7,BKB,66221,71429,1,2,4,BKB_n2_1.WAV
BKB12_8,BKB,74610,79789,1,2,4,BKB_n2_1.WAV
BKB12_9,BKB,82809,87976,1,2,4,BKB_n2_1.WAV
BKB12_10,BKB,90973,96034,1,2,4,BKB_n2_1.WAV
BKB12_11,BKB,99196,104374,1,2,4,BKB_n2_1.WAV
BKB12_12,BKB,107449,112695,1,2,4,BKB_n2_1.WAV
BKB12_13,BKB,116116,121041,1,2,4,BKB_n2_1.WAV
BKB12_14,BKB,124623,131548,1,2,5,BKB_n2_1.WAV
BKB12_15,BKB,135594,142421,1,2,5,BKB_n2_1.WAV
BKB12_16,BKB,146317,152996,1,2,5,BKB_n2_1.WAV
BKB12_17,BKB,156084,161185,1,2,4,BKB_n2_1.WAV
BKB12_18,BKB,164222,169345,1,2,4,BKB_n2_1.WAV
BKB12_19,BKB,173021,179819,1,2,5,BKB_n2_1.WAV
BKB12_20,BKB,183241,188324,1,2,4,BKB_n2_1.WAV
BKB12_21,BKB,191645,198355,1,2,5,BKB_n2_1.WAV
BKB12_22,BKB,201385,204590,1,2,3,BKB_n2_1.WAV
BKB12_23,BKB,207142,214131,1,2,5,BKB_n2_1.WAV
BKB12_24,BKB,217893,224675,1,2,5,BKB_n2_1.WAV
BKB12_25,BKB,228593,235337,1,2,5,BKB_n2_1.WAV
BKB12_26,BKB,239189,245926,1,2,5,BKB_n2_1.WAV
BKB12_27,BKB,249625,254543,1,2,4,BKB_n2_1.WAV
BKB12_28,BKB,258334,263276,1,2,4,BKB_n2_1.WAV
BKB12_29,BKB,266980,273778,1,2,5,BKB_n2_1.WAV
BKB12_30,BKB,277431,284103,1,2,5,BKB_n2_1.WAV
BKB12_31,BKB,287741,294359,1,2,5,BKB_n2_1.WAV
BKB12_32,BKB,297608,302587,1,2,4,BKB_n2_1.WAV
BKB12_33,BKB,309169,314326,1,2,4,BKB_n2_1.WAV
BKB12_34,BKB,318003,325037,1,2,5,BKB_n2_1.WAV
BKB12_35,BKB,328622,330553,1,2,2,BKB_n2_1.WAV
BKB12_36,BKB,334026,340783,1,2,5,BKB_n2_1.WAV
BKB12_37,BKB,344294,350990,1,2,5,BKB_n2_1.WAV
BKB12_38,BKB,353591,355533,1,2,2,BKB_n2_1.WAV
BKB12_39,BKB,358533,365434,1,2,5,BKB_n2_1.WAV
BKB12_40,BKB,368797,370722,1,2,2,BKB_n2_1.WAV
BKB12_41,BKB,374749,381497,1,2,5,BKB_n2_1.WAV
BKB12_42,BKB,385202,390219,1,2,4,BKB_n2_1.WAV
BKB12_43,BKB,395803,402728,1,2,5,BKB_n2_1.WAV
BKB12_44,BKB,405918,410959,1,2,4,BKB_n2_1.WAV
BKB12_45,BKB,414113,421072,1,2,5,BKB_n2_1.WAV
BKB12_46,BKB,424520,429382,1,2,4,BKB_n2_1.WAV
BKB12_47,BKB,433060,440042,1,2,5,BKB_n2_1.WAV
BKB12_48,BKB,443461,448444,1,2,4,BKB_n2_1.WAV
BKB12_49,BKB,451766,458609,1,2,5,BKB_n2_1.WAV
BKB12_50,BKB,461999,467002,1,2,4,BKB_n2_1.WAV
BKB12_51,BKB,470413,477374,1,2,5,BKB_n2_1.WAV
BKB12_52,BKB,479825,484955,1,2,4,BKB_n2_1.WAV
BKB12_53,BKB,487951,493049,1,2,4,BKB_n2_1.WAV
BKB12_54,BKB,496410,501430,1,2,4,BKB_n2_1.WAV
BKB12_55,BKB,505360,512344,1,2,5,BKB_n2_1.WAV
BKB12_56,BKB,515522,522298,1,2,5,BKB_n2_1.WAV
BKB12_57,BKB,525398,530461,1,2,4,BKB_n2_1.WAV
BKB12_58,BKB,533872,538951,1,2,4,BKB_n2_1.WAV
BKB12_59,BKB,542835,547817,1,2,4,BKB_n2_1.WAV
BKB12_60,BKB,551329,556320,1,2,4,BKB_n2_1.WAV
BKB12_61,BKB,559859,566639,1,2,5,BKB_n2_1.WAV
BKB12_62,BKB,569742,574795,1,2,4,BKB_n2_1.WAV
BKB12_63,BKB,581098,586818,1,2,4,BKB_n2_1.WAV
BKB12_64,BKB,590206,595192,1,2,4,BKB_n2_1.WAV
BKB12_65,BKB,598969,603832,1,2,4,BKB_n2_1.WAV
BKB12_66,BKB,607650,614270,1,2,5,BKB_n2_1.WAV
BKB12_67,BKB,617512,622424,1,2,4,BKB_n2_1.WAV
BKB12_68,BKB,626033,632678,1,2,5,BKB_n2_1.WAV
BKB12_69,BKB,636234,641217,1,2,4,BKB_n2_1.WAV
BKB12_70,BKB,644562,651350,1,2,5,BKB_n2_1.WAV
BKB12_71,BKB,654734,659620,1,2,4,BKB_n2_1.WAV
BKB12_72,BKB,663621,670290,1,2,5,BKB_n2_1.WAV
BKB12_73,BKB,673664,678706,1,2,4,BKB_n2_1.WAV
BKB12_74,BKB,682041,687111,1,2,4,BKB_n2_1.WAV
BKB12_75,BKB,690382,695315,1,2,4,BKB_n2_1.WAV
BKB12_76,BKB,698611,703718,1,2,4,BKB_n2_1.WAV
BKB12_77,BKB,707139,712001,1,2,4,BKB_n2_1.WAV
BKB12_78,BKB,715313,720313,1,2,4,BKB_n2_1.WAV
BKB12_79,BKB,723753,730720,1,2,5,BKB_n2_1.WAV
BKB12_80,BKB,733629,738506,1,2,4,BKB_n2_1.WAV
BKB12_81,BKB,741920,748584,1,2,5,BKB_n2_1.WAV
BKB12_82,BKB,751786,756753,1,2,4,BKB_n2_1.WAV
BKB12_83,BKB,760143,765147,1,2,4,BKB_n2_1.WAV
BKB12_84,BKB,768405,770393,1,2,2,BKB_n2_1.WAV
BKB12_85,BKB,773961,780967,1,2,5,BKB_n2_1.WAV
BKB12_86,BKB,784541,789699,1,2,4,BKB_n2_1.WAV
BKB12_87,BKB,793141,799813,1,2,5,BKB_n2_1.WAV
BKB12_88,BKB,802770,807647,1,2,4,BKB_n2_1.WAV
BKB12_89,BKB,810855,815856,1,2,4,BKB_n2_1.WAV
BKB12_90,BKB,819177,824277,1,2,4,BKB_n2_1.WAV
BKB12_91,BKB,827943,834810,1,2,5,BKB_n2_1.WAV
BKB12_92,BKB,838001,844872,1,2,5,BKB_n2_1.WAV
BKB12_93,BKB,847978,849929,1,2,2,BKB_n2_1.WAV
BKB12_94,BKB,853274,860064,1,2,5,BKB_n2_1.WAV
BKB12_95,BKB,863137,868272,1,2,4,BKB_n2_1.WAV
BKB12_96,BKB,871643,878424,1,2,5,BKB_n2_1.WAV
BKB12_97,BKB,881653,888348,1,2,5,BKB_n2_1.WAV
BKB12_98,BKB,891672,898349,1,2,5,BKB_n2_1.WAV
BKB12_99,BKB,901578,906418,1,2,4,BKB_n2_1.WAV
BKB12_100,BKB,909765,916477,1,2,5,BKB_n2_1.WAV
BKB12_101,BKB,919479,924504,1,2,4,BKB_n2_1.WAV
BKB12_102,BKB,927296,932132,1,2,4,BKB_n2_1.WAV
BKB12_103,BKB,935557,940608,1,2,4,BKB_n2_1.WAV
BKB12_104,BKB,943832,948886,1,2,4,BKB_n2_1.WAV
BKB12_105,BKB,952582,957617,1,2,4,BKB_n2_1.WAV
BKB12_106,BKB,961112,967978,1,2,5,BKB_n2_1.WAV
BKB12_107,BKB,971125,977967,1,2,5,BKB_n2_1.WAV
BKB12_108,BKB,980435,982396,1,2,2,BKB_n2_1.WAV
BKB12_109,BKB,985418,992224,1,2,5,BKB_n2_1.WAV
BKB12_110,BKB,995318,1000136,1,2,4,BKB_n2_1.WAV
BKB12_111,BKB,1003326,1008319,1,2,4,BKB_n2_1.WAV
BKB12_112,BKB,1011387,1016455,1,2,4,BKB_n2_1.WAV
BKB12_113,BKB,1019656,1024595,1,2,4,BKB_n2_1.WAV
BKB12_114,BKB,1028191,1033187,1,2,4,BKB_n2_1.WAV
BKB12_115,BKB,1037244,1042196,1,2,4,BKB_n2_1.WAV
BKB12_116,BKB,1045395,1050461,1,2,4,BKB_n2_1.WAV
BKB12_117,BKB,1053088,1058051,1,2,4,BKB_n2_1.WAV
BKB12_118,BKB,1061220,1066319,1,2,4,BKB_n2_1.WAV
BKB12_119,BKB,1069798,1076729,1,2,5,BKB_n2_1.WAV
BKB12_120,BKB,1079910,1081862,1,2,2,BKB_n2_1.WAV
BKB12_121,BKB,1085208,1092158,1,2,5,BKB_n2_1.WAV
BKB12_122,BKB,1095544,1100564,1,2,4,BKB_n2_1.WAV
BKB12_123,BKB,1104211,1110884,1,2,5,BKB_n2_1.WAV
BKB12_124,BKB,1114023,1118924,1,2,4,BKB_n2_1.WAV
BKB12_125,BKB,1122292,1127211,1,2,4,BKB_n2_1.WAV
BKB12_126,BKB,1130712,1137550,1,2,5,BKB_n2_1.WAV
BKB12_127,BKB,1140900,1145983,1,2,4,BKB_n2_1.WAV
BKB12_128,BKB,1149531,1156262,1,2,5,BKB_n2_1.WAV
BKB12_129,BKB,1159496,1164542,1,2,4,BKB_n2_1.WAV
BKB12_130,BKB,1167880,1174737,1,2,5,BKB_n2_1.WAV
BKB12_131,BKB,1178001,1182955,1,2,4,BKB_n2_1.WAV
BKB12_132,BKB,1186344,1193290,1,2,5,BKB_n2_1.WAV
BKB12_133,BKB,1196467,1201490,1,2,4,BKB_n2_1.WAV
BKB12_134,BKB,1204662,1211495,1,2,5,BKB_n2_1.WAV
BKB12_135,BKB,1214516,1219593,1,2,4,BKB_n2_1.WAV
BKB12_136,BKB,1223032,1228045,1,2,4,BKB_n2_1.WAV
BKB12_137,BKB,1231572,1236627,1,2,4,BKB_n2_1.WAV
BKB12_138,BKB,1240046,1245279,1,2,4,BKB_n2_1.WAV
BKB12_139,BKB,1248261,1253477,1,2,4,BKB_n2_1.WAV
BKB12_140,BKB,1256532,1263137,1,2,5,BKB_n2_1.WAV
BKB12_141,BKB,1265996,1271028,1,2,4,BKB_n2_1.WAV
BKB12_142,BKB,1274665,1281332,1,2,5,BKB_n2_1.WAV
BKB12_143,BKB,1284322,1291118,1,2,5,BKB_n2_1.WAV
BKB12_144,BKB,1296243,1298210,1,2,2,BKB_n2_1.WAV
BKB12_145,BKB,1302542,1309370,1,2,5,BKB_n2_1.WAV
BKB12_146,BKB,1312914,1317901,1,2,4,BKB_n2_1.WAV
BKB12_147,BKB,1321263,1326259,1,2,4,BKB_n2_1.WAV
BKB12_148,BKB,1329813,1336649,1,2,5,BKB_n2_1.WAV
BKB12_149,BKB,1340051,1342011,1,2,2,BKB_n2_1.WAV
BKB12_150,BKB,1345974,1352766,1,2,5,BKB_n2_1.WAV
BKB12_151,BKB,1364942,1372250,1,2,5,BKB_n2_1.WAV
BKB12_152,BKB,1377027,1381983,1,2,4,BKB_n2_1.WAV
BKB12_153,BKB,1385723,1390730,1,2,4,BKB_n2_1.WAV
BKB12_154,BKB,1399920,1401818,1,2,2,BKB_n2_1.WAV
BKB12_155,BKB,1572163,1572586,1,2,1,BKB_n2_1.WAV
BKB12_156,BKB,1580574,1583359,1,2,2,BKB_n2_1.WAV
BKB12_157,BKB,1589526,1593877,1,2,3,BKB_n2_1.WAV
BKB12_158,BKB,1599213,1603382,1,2,3,BKB_n2_1.WAV
BKB12_159,BKB,1608413,1612354,1,2,3,BKB_n2_1.WAV
BKB12_160,BKB,1617004,1621031,1,2,3,BKB_n2_1.WAV
BKB12_161,BKB,1625656,1629696,1,2,3,BKB_n2_1.WAV
BKB12_162,BKB,1633834,1638682,1,2,4,BKB_n2_1.WAV
BKB12_163,BKB,1642434,1647805,1,2,4,BKB_n2_1.WAV
BKB12_164,BKB,1652801,1656853,1,2,3,BKB_n2_1.WAV
BKB12_165,BKB,1661882,1662821,1,2,1,BKB_n2_1.WAV
BKB12_166,BKB,1668174,1672208,1,2,3,BKB_n2_1.WAV
BKB12_167,BKB,1677669,1681687,1,2,3,BKB_n2_1.WAV
BKB12_168,BKB,1685771,1690510,1,2,4,BKB_n2_1.WAV
BKB12_169,BKB,1694070,1699233,1,2,4,BKB_n2_1.WAV
BKB12_170,BKB,1703775,1709039,1,2,4,BKB_n2_1.WAV
BKB12_171,BKB,1713578,1720178,1,2,5,BKB_n2_1.WAV
BKB12_172,BKB,1724445,1729394,1,2,4,BKB_n2_1.WAV
BKB12_173,BKB,1733043,1737765,1,2,4,BKB_n2_1.WAV
BKB12_174,BKB,1741109,1746368,1,2,4,BKB_n2_1.WAV
BKB12_175,BKB,1749682,1754503,1,2,4,BKB_n2_1.WAV
BKB12_176,BKB,1758160,1762913,1,2,4,BKB_n2_1.WAV
BKB12_177,BKB,1766214,1771504,1,2,4,BKB_n2_1.WAV
BKB12_178,BKB,1775400,1780224,1,2,4,BKB_n2_1.WAV
BKB12_179,BKB,1783609,1784132,1,2,1,BKB_n2_1.WAV
BKB12_180,BKB,1791287,1796577,1,2,4,BKB_n2_1.WAV
BKB12_181,BKB,1801533,1806933,1,2,4,BKB_n2_1.WAV
BKB12_182,BKB,1811003,1816212,1,2,4,BKB_n2_1.WAV
BKB12_183,BKB,1822433,1827708,1,2,4,BKB_n2_1.WAV
BKB12_184,BKB,1831629,1836558,1,2,4,BKB_n2_1.WAV
BKB12_185,BKB,1840237,1845640,1,2,4,BKB_n2_1.WAV
BKB12_186,BKB,1849521,1854358,1,2,4,BKB_n2_1.WAV
BKB12_187,BKB,1857651,1863116,1,2,4,BKB_n2_1.WAV
BKB12_188,BKB,1865759,1869306,1,2,3,BKB_n2_1.WAV
BKB12_189,BKB,1872704,1877973,1,2,4,BKB_n2_1.WAV
BKB12_190,BKB,1880967,1885856,1,2,4,BKB_n2_1.WAV
BKB12_191,BKB,1889605,1894485,1,2,4,BKB_n2_1.WAV
BKB12_192,BKB,1898124,1902913,1,2,4,BKB_n2_1.WAV
BKB12_193,BKB,1906422,1911465,1,2,4,BKB_n2_1.WAV
BKB12_194,BKB,1914301,1919144,1,2,4,BKB_n2_1.WAV
BKB12_195,BKB,1922236,1927201,1,2,4,BKB_n2_1.WAV
BKB12_196,BKB,1930689,1935517,1,2,4,BKB_n2_1.WAV
BKB12_197,BKB,1938548,1943494,1,2,4,BKB_n2_1.WAV
BKB12_198,BKB,1946644,1951459,1,2,4,BKB_n2_1.WAV
BKB12_199,BKB,1954932,1959803,1,2,4,BKB_n2_1.WAV
BKB12_200,BKB,1962734,1967708,1,2,4,BKB_n2_1.WAV
BKB12_201,BKB,1971128,1975912,1,2,4,BKB_n2_1.WAV
BKB12_202,BKB,1979002,1983940,1,2,4,BKB_n2_1.WAV
BKB12_203,BKB,1986701,1991503,1,2,4,BKB_n2_1.WAV
BKB12_204,BKB,1994989,1999987,1,2,4,BKB_n2_1.WAV
BKB12_205,BKB,2003736,2008478,1,2,4,BKB_n2_1.WAV
BKB12_206,BKB,2012075,2016917,1,2,4,BKB_n2_1.WAV
BKB12_207,BKB,2020023,2024967,1,2,4,BKB_n2_1.WAV
BKB12_208,BKB,2027773,2032685,1,2,4,BKB_n2_1.WAV
BKB12_209,BKB,2035995,2040901,1,2,4,BKB_n2_1.WAV
BKB12_210,BKB,2043603,2048547,1,2,4,BKB_n2_1.WAV
BKB12_211,BKB,2051850,2056787,1,2,4,BKB_n2_1.WAV
BKB12_212,BKB,2059500,2064477,1,2,4,BKB_n2_1.WAV
BKB12_213,BKB,2067664,2072607,1,2,4,BKB_n2_1.WAV
BKB12_214,BKB,2075686,2080582,1,2,4,BKB_n2_1.WAV
BKB12_215,BKB,2083124,2088013,1,2,4,BKB_n2_1.WAV
BKB12_216,BKB,2091746,2098496,1,2,5,BKB_n2_1.WAV
BKB12_217,BKB,2101263,2106176,1,2,4,BKB_n2_1.WAV
BKB12_218,BKB,2109366,2114219,1,2,4,BKB_n2_1.WAV
BKB12_219,BKB,2116946,2121871,1,2,4,BKB_n2_1.WAV
BKB12_220,BKB,2125045,2129985,1,2,4,BKB_n2_1.WAV
BKB12_221,BKB,2133073,2139794,1,2,5,BKB_n2_1.WAV
BKB12_222,BKB,2142963,2147778,1,2,4,BKB_n2_1.WAV
